Id	Desc	Name	Info	Icon	Type	OpenLevel	ProductGroup	StaticProductItemId	Money	Stamina	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	SortID
722		职业橙套丐帮手腕(80)2阶	丐帮亢龙腕·2阶	shoutao08	4	80	-1	16528	8000	40	16518	1	70036	4	70051	1	-1	-1	1
723		职业橙套丐帮手腕(90)2阶	丐帮龙战腕·2阶	shoutao08	4	90	-1	16529	9000	40	16519	1	70037	4	70052	1	-1	-1	1
724		职业橙套丐帮手腕(100)2阶	丐帮排云腕·2阶	shoutao08	4	100	-1	16530	10000	40	16520	1	70038	4	70053	1	-1	-1	1
725		职业橙套丐帮手腕(80)3阶	丐帮亢龙腕·3阶	shoutao08	4	80	-1	16538	8000	40	16528	1	70036	5	70051	1	-1	-1	1
726		职业橙套丐帮手腕(90)3阶	丐帮龙战腕·3阶	shoutao08	4	90	-1	16539	9000	40	16529	1	70037	5	70052	1	-1	-1	1
727		职业橙套丐帮手腕(100)3阶	丐帮排云腕·3阶	shoutao08	4	100	-1	16540	10000	40	16530	1	70038	5	70053	1	-1	-1	1
728		职业橙套丐帮手腕(80)4阶	丐帮亢龙腕·4阶	shoutao08	4	80	-1	16548	8000	40	16538	1	70036	6	70051	1	-1	-1	1
729		职业橙套丐帮手腕(90)4阶	丐帮龙战腕·4阶	shoutao08	4	90	-1	16549	9000	40	16539	1	70037	6	70052	1	-1	-1	1
730		职业橙套丐帮手腕(100)4阶	丐帮排云腕·4阶	shoutao08	4	100	-1	16550	10000	40	16540	1	70038	6	70053	1	-1	-1	1
731		职业橙套丐帮手腕(80)5阶	丐帮亢龙腕·5阶	shoutao08	4	80	-1	16558	8000	40	16548	1	70036	7	70051	1	-1	-1	1
732		职业橙套丐帮手腕(90)5阶	丐帮龙战腕·5阶	shoutao08	4	90	-1	16559	9000	40	16549	1	70037	7	70052	1	-1	-1	1
733		职业橙套丐帮手腕(100)5阶	丐帮排云腕·5阶	shoutao08	4	100	-1	16560	10000	40	16550	1	70038	7	70053	1	-1	-1	1
734		职业橙套丐帮手腕(100)6阶	丐帮排云腕·6阶	shoutao08	4	100	-1	16570	10000	40	16560	1	70038	8	70053	1	-1	-1	1
735		职业橙套丐帮手腕(100)7阶	丐帮排云腕·7阶	shoutao08	4	100	-1	16580	10000	40	16570	1	70038	9	70053	1	-1	-1	1
736		职业橙套丐帮手腕(100)8阶	丐帮排云腕·8阶	shoutao08	4	100	-1	16590	10000	40	16580	1	70038	10	70053	1	-1	-1	1
737		职业橙套丐帮手腕(100)9阶	丐帮排云腕·9阶	shoutao08	4	100	-1	16600	10000	40	16590	1	70038	12	70053	1	-1	-1	1
738		职业橙套丐帮手腕(100)10阶	丐帮排云腕·10阶	shoutao08	4	100	-1	16610	10000	40	16600	1	70038	15	70053	1	-1	-1	1
739		职业橙套丐帮饰品1(80)1阶	丐帮亢龙坠·1阶	shipin08	4	80	-1	16718	8000	40	66708	1	70036	3	70051	1	-1	-1	1
740		职业橙套丐帮饰品1(90)1阶	丐帮龙战坠·1阶	shipin08	4	90	-1	16719	9000	40	66709	1	70037	3	70052	1	-1	-1	1
741		职业橙套丐帮饰品1(100)1阶	丐帮排云坠·1阶	shipin08	4	100	-1	16720	10000	40	66710	1	70038	3	70053	1	-1	-1	1
742		VIP丐帮饰品1(90)1阶	丐帮降龙坠·1阶	shipin08	4	90	-1	16721	9000	40	68004	1	70037	3	70052	1	-1	-1	1
743		职业橙套丐帮饰品1(80)2阶	丐帮亢龙坠·2阶	shipin08	4	80	-1	16728	8000	40	16718	1	70036	4	70051	1	-1	-1	1
744		职业橙套丐帮饰品1(90)2阶	丐帮龙战坠·2阶	shipin08	4	90	-1	16729	9000	40	16719	1	70037	4	70052	1	-1	-1	1
745		职业橙套丐帮饰品1(100)2阶	丐帮排云坠·2阶	shipin08	4	100	-1	16730	10000	40	16720	1	70038	4	70053	1	-1	-1	1
746		VIP丐帮饰品1(90)2阶	丐帮降龙坠·2阶	shipin08	4	90	-1	16731	9000	40	16721	1	70037	4	70052	1	-1	-1	1
747		职业橙套丐帮饰品1(80)3阶	丐帮亢龙坠·3阶	shipin08	4	80	-1	16738	8000	40	16728	1	70036	5	70051	1	-1	-1	1
748		职业橙套丐帮饰品1(90)3阶	丐帮龙战坠·3阶	shipin08	4	90	-1	16739	9000	40	16729	1	70037	5	70052	1	-1	-1	1
749		职业橙套丐帮饰品1(100)3阶	丐帮排云坠·3阶	shipin08	4	100	-1	16740	10000	40	16730	1	70038	5	70053	1	-1	-1	1
750		VIP丐帮饰品1(90)3阶	丐帮降龙坠·3阶	shipin08	4	90	-1	16741	9000	40	16731	1	70037	5	70052	1	-1	-1	1
751		职业橙套丐帮饰品1(80)4阶	丐帮亢龙坠·4阶	shipin08	4	80	-1	16748	8000	40	16738	1	70036	6	70051	1	-1	-1	1
752		职业橙套丐帮饰品1(90)4阶	丐帮龙战坠·4阶	shipin08	4	90	-1	16749	9000	40	16739	1	70037	6	70052	1	-1	-1	1
753		职业橙套丐帮饰品1(100)4阶	丐帮排云坠·4阶	shipin08	4	100	-1	16750	10000	40	16740	1	70038	6	70053	1	-1	-1	1
754		VIP丐帮饰品1(90)4阶	丐帮降龙坠·4阶	shipin08	4	90	-1	16751	9000	40	16741	1	70037	6	70052	1	-1	-1	1
755		职业橙套丐帮饰品1(80)5阶	丐帮亢龙坠·5阶	shipin08	4	80	-1	16758	8000	40	16748	1	70036	7	70051	1	-1	-1	1
756		职业橙套丐帮饰品1(90)5阶	丐帮龙战坠·5阶	shipin08	4	90	-1	16759	9000	40	16749	1	70037	7	70052	1	-1	-1	1
757		职业橙套丐帮饰品1(100)5阶	丐帮排云坠·5阶	shipin08	4	100	-1	16760	10000	40	16750	1	70038	7	70053	1	-1	-1	1
758		VIP丐帮饰品1(90)5阶	丐帮降龙坠·5阶	shipin08	4	90	-1	16761	9000	40	16751	1	70037	7	70052	1	-1	-1	1
759		职业橙套丐帮饰品1(100)6阶	丐帮排云坠·6阶	shipin08	4	100	-1	16770	10000	40	16760	1	70038	8	70053	1	-1	-1	1
760		职业橙套丐帮饰品1(100)7阶	丐帮排云坠·7阶	shipin08	4	100	-1	16780	10000	40	16770	1	70038	9	70053	1	-1	-1	1
761		职业橙套丐帮饰品1(100)8阶	丐帮排云坠·8阶	shipin08	4	100	-1	16790	10000	40	16780	1	70038	10	70053	1	-1	-1	1
762		职业橙套丐帮饰品1(100)9阶	丐帮排云坠·9阶	shipin08	4	100	-1	16800	10000	40	16790	1	70038	12	70053	1	-1	-1	1
763		职业橙套丐帮饰品1(100)10阶	丐帮排云坠·10阶	shipin08	4	100	-1	16810	10000	40	16800	1	70038	15	70053	1	-1	-1	1
