Id	MissionType	MissionName	MissionDesc	MissionDoneDesc	FollowText	TargetNpcPosX	TargetNpcPosZ	TargetNpcSceneID	TargetNpcDataID	AccepteNpcPosX	AccepteNpcPosZ	AccepteNpcSceneID	AcceptNpcDataID	CompleteNpcPosX	CompleteNpcPosZ	CompleteNpcSceneID	CompleteNpcDataID	IsAcceptAutoFindPath	AcceptTalkID	MissionIcon	IsDifficult
388	1	{0}【环】{1}问候	突然很想念特斯基，去拜访一下吧。	哼！赶快走吧，别打扰我干活！（特斯基的嘴角露出一丝微笑）	特斯基：{0}{1}/1	85.7	8.2	23	31	-1	-1	-1	-1	85.7	8.2	23	31	1	0	Equip-hand	0
389	1	{0}【环】{1}问候	突然很想念特斯基，去拜访一下吧。	哼！赶快走吧，别打扰我干活！（特斯基的嘴角露出一丝微笑）	特斯基：{0}{1}/1	85.7	8.2	23	31	-1	-1	-1	-1	85.7	8.2	23	31	1	0	Equip-hand	0
390	1	{0}【环】{1}问候	突然很想念特斯基，去拜访一下吧。	哼！赶快走吧，别打扰我干活！（特斯基的嘴角露出一丝微笑）	特斯基：{0}{1}/1	85.7	8.2	23	31	-1	-1	-1	-1	85.7	8.2	23	31	1	0	Equip-hand	0
391	1	{0}【环】{1}问候	突然很想念阿里奥奈尔，去拜访一下吧。	哇哇！这次翘出来能认识你这样的朋友，真是大收获！	奥奈尔:{0}{1}/1	72.59	59.35	23	32	-1	-1	-1	-1	72.59	59.35	23	32	1	0	Equip-hand	0
392	1	{0}【环】{1}问候	突然很想念阿里奥奈尔，去拜访一下吧。	哇哇！这次翘出来能认识你这样的朋友，真是大收获！	奥奈尔:{0}{1}/1	72.59	59.35	23	32	-1	-1	-1	-1	72.59	59.35	23	32	1	0	Equip-hand	0
393	1	{0}【环】{1}问候	突然很想念阿里奥奈尔，去拜访一下吧。	哇哇！这次翘出来能认识你这样的朋友，真是大收获！	奥奈尔:{0}{1}/1	72.59	59.35	23	32	-1	-1	-1	-1	72.59	59.35	23	32	1	0	Equip-hand	0
394	1	{0}【环】{1}问候	突然很想念黑伊尔，去拜访一下吧。	小朋友，你能记得我，真叫人开心！	黑伊尔：{0}{1}/1	83.72	25.53	27	33	-1	-1	-1	-1	83.72	25.53	27	33	1	0	Equip-hand	0
395	1	{0}【环】{1}问候	突然很想念黑伊尔，去拜访一下吧。	小朋友，你能记得我，真叫人开心！	黑伊尔：{0}{1}/1	83.72	25.53	27	33	-1	-1	-1	-1	83.72	25.53	27	33	1	0	Equip-hand	0
396	1	{0}【环】{1}问候	突然很想念黑伊尔，去拜访一下吧。	小朋友，你能记得我，真叫人开心！	黑伊尔：{0}{1}/1	83.72	25.53	27	33	-1	-1	-1	-1	83.72	25.53	27	33	1	0	Equip-hand	0
397	1	{0}【主】{1}领取奖励	嗯，干得漂亮，我要替村子里的人们表达感谢！	记住了，你每做一点好事，就会有相应的回报！	了解副本奖励：{0}{1}/1	-1	-1	-1	-1	13.63	44.79	5	7	13.63	44.79	5	7	1	0	Equip-hand	0
398	1	{0}【主】{1}装备翅膀	我发现你已经获得了神圣力量的加成，有好好使用吗？	很好。羽翼的力量能让你变得更加强大。	装备翅膀：{0}{1}/1	-1	-1	-1	-1	13.33	83.75	36	56	13.33	83.75	36	56	1	0	Equip-hand	0
399	5	{0}【每日】{1}活动副本	通关活动副本10次		活动副本：{0}{1}/10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Activtycopyscene	0
400	5	{0}【每日】{1}竞技场	竞技场胜利3次		竞技场：{0}{1}/3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	PVP	0
401	5	{0}【每日】{1}科技苑	科技苑制作3次		科技苑制作：{0}{1}/3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Science	0
402	5	{0}【每日】{1}金币商店	金币商店消费3次		消费：{0}{1}/3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Shop	0
403	5	{0}【每日】{1}宠物升星	宠物升星1次		宠物升星：{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	FellowStar	0
404	5	{0}【每日】{1}宠物技能升级	宠物元素技能升级1次		宠物技能升级：{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	FellowSkill	0
405	5	{0}【每日】{1}技能升级	技能升级5次		技能升级：{0}{1}/5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Skill	0
406	5	{0}【每日】{1}剧情副本	通关剧情副本5次		剧情副本：{0}{1}/5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Storycopyscene	0
407	5	{0}【每日】{1}装备强化	装备强化3次		装备强化：{0}{1}/3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip	0
408	5	{0}【每日】{1}符文合成	合成符文1次		符文合成：{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Gem	0
409	5	{0}【主】{1}升到41级	我的魔力恢复之前还需要一点时间~你先逛逛找办法升到[ff0006]41级[b4ffd1]吧~	你回来啦~时间正好~	升到41级:{0}{1}/1	-1	-1	-1	-1	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	1
410	5	{0}【主】{1}抗衡僵尸	1	1	升到45:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
411	5	{0}【主】{1}精益求精	1	1	升到48:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
412	5	{0}【主】{1}抵御炽热	1	1	升到53:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
413	5	{0}【主】{1}不畏机械	1	1	升到57:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
414	5	{0}【主】{1}实力安心	1	1	升到60:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
415	5	{0}【主】{1}装备翅膀	1	1	升到63:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
416	5	{0}【主】{1}装备翅膀	1	1	升到64:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
417	5	{0}【主】{1}装备翅膀	1	1	升到66:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
418	5	{0}【主】{1}装备翅膀	1	1	升到67:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
419	5	{0}【主】{1}装备翅膀	1	1	升到68:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
420	5	{0}【主】{1}装备翅膀	1	1	升到69:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
421	5	{0}【主】{1}装备翅膀	1	1	升到70:{0}{1}/1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	Equip-hand	1
422	5	{0}【主】{1}升到36级	我感觉到你的实力似乎被什么限制住了，你努力一下升到[ff0006]36级[b4ffd1]打破这个限制吧~	真棒！看起来你已经不会怕什么了呢~	升到36级:{0}{1}/1	-1	-1	-1	-1	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	1
423	5	{0}【主】{1}升到39级	和兽人交流需要强大的实力，这样兽人们才会尊敬你，先升到[ff0006]39级[b4ffd1]吧。	真厉害，成长的速度真快。	升到39级:{0}{1}/1	-1	-1	-1	-1	70.35	25.1	36	52	70.35	25.1	36	52	1	0	Equip-hand	1
